city_id;city;place;distance;distancefromcitycenter;description
1246;Delhi;" Tour the National Zoological Park ";4.3;" 8 km  from city center ";" Also known as Chidiya Ghar, Delhi Zoo is a favourite weekend spot among adults and children. From biggest cats to the tiniest birds, the zoo has all kinds of animals and birds. It has canteens inside for the visitors and battery-operated vehicles. "
1247;Delhi;" Mehrauli Archaeological Park ";3.8;" 16 km  from city center ";" The Mehrauli Archaeological Park is a 200-acre archaeological site home to more than 100 magnificent monuments, and tombs from the 10th century to the British era. Some prominent monuments here are tombs of Balban and Quli Khan, Jamali Kamali mosque, and Rajon ki Baoli among others. "
1248;Delhi;" Kingdom of Dreams ";4.0;" 26 km  from city center ";" The Kingdom of Dreams, also known as KOD sits majestically in Gurugram (Previously Gurgaon) and is India's first live entertainment, leisure and theatre destination. It is a magnificent structure and glitters merrily in sector 29. It offers visitors a taste of contemporary and modern India through the means of interactive tableaus, galleys, and arts.  It is currently becoming one of the best places in Delhi for tourists and locals alike. "
1249;Delhi;" Mughal Gardens ";3.0;" 6 km  from city center ";" Popularly known as the “soul” of the Presidential Palace, the Mughal Gardens are located inside the Rashtrapati Bhawan Complex. Designed by Sir Edwin Lutyens in the year 1917 for Lady Harding, the gardens cover a vast area of 13 acres and are a wonderful incorporation of Mughal architecture with that of British style. The gardens are also open for a certain time in the year and hence make amongst the most-sought places to visit in Delhi. "
1250;Delhi;" Rashtrapati Bhavan ";4.4;" 6 km  from city center ";" Rashtrapati Bhawan is a famous monument of the British Empire which was said to be the palace of the Viceroy of India. It is now the home of the President of India. It is considered to be the best-known monument in India next to Taj Mahal and Qutub Minar.  "
1251;Delhi;" Jama Masjid, Delhi ";4.4;" 2 km  from city center ";" Jama Masjid is the largest mosque in India built by Mughal Emperor Shah Jahan. The mosque hosts thousands of pilgrims each year on the holy occasion of Eid to offer special Namaz in the morning. Non-Muslims are not allowed inside the Masjid during Namaz offerings. One of the top attractions and best places to visit in Delhi, Jama Masjid gets a lot of tourist crowd other than the religious crowd. "
1252;Delhi;" Pick the Trends at Sarojini Market ";3.0;" 10 km  from city center ";" Vibrantly coloured clothes strewn all over, tiny food stalls cramped in every nook, deafening cacophony of the salesboys and a pandemic compact environment- welcome to Sarojini Nagar, the most hep and trendy market of Delhi.  "
1253;Delhi;" Party at the Connaught Place ";4.3;" 4 km  from city center ";" Officially named Rajiv Chowk, Connaught Place is better known as CP amongst the locals. It is one of the largest commercial and business centers in Delhi, and has been designed in two concentric circles namely Connaught's Inner Circle and Connaught's Outer Circle. Known since British era, this market has its own elegance. Known to be the most iconic structure from Lutyens Delhi, this is also among one the top places to visit in Delhi. "
1254;Delhi;" Roam around the Shopping Markets ";3.6;" 2 km  from city center ";" Delhi is known to be shoppers' paradise. For almost everything, you will find a great market for the best price. "
1255;Delhi;" ISKCON (Hare Krishna) Temple ";3.8;" 13 km  from city center ";" This temple was opened back in 1998; it is located at Hare Krishna Hills, in the East of Kailash area of New Delhi, India. A very well-known Lord Krishna temple for inner peace. Its followers believe in Srila Prabhupada. As one of the biggest temple complexes in India. It has numerous rooms for priests and service renders. Many halls are used for its administration purposes. It is divided into four broad units. "
1256;Delhi;" Savour the food of Khan Market ";3.8;" 7 km  from city center ";" Khan Market is one of the hot spot and posh market in Delhi which serves as a perfect place for friends and family to hangout. Known to be one of the top places to visit in Delhi, the market has successfully held the essence of its original structure even in the times of rapid modernization. If you need to hang out late at night, Khan Market is the place for you as remains open till 12:00 AM.  "
1257;Delhi;" A Different World in Paharganj ";3.0;" 2 km  from city center ";" Replete with travellers, both Indians and foreign, Paharganj is the most chaotic, noisy, dirty and yet the most vibrant market of Delhi. Dotted with umpteen hotels, brothels, cheap bars, and ultra cheap restaurants; the labyrinthian alleys of Paharganj have a lot more to offer than visible to the naked eye.  "
1258;Delhi;" Birla Mandir Delhi ";"";" 4 km  from city center ";" The Birla Mandir or Birla Temple popularly known as the Laxminarayan Temple is a temple dedicated to Laxminarayan. It is located at Connaught Place, New Delhi, and was built by the Birla family, which is why it is known as the Birla temple. Built-in the early 1900s and spread over a whopping 7.5 acres, the temple houses many shrines, fountains, and gardens along with sculptures and carvings.   "
1259;Delhi;" Enjoy the Colours of Lajpat Nagar ";3.0;" 11 km  from city center ";" Lajpat Nagar is a bustling and colourful neighbourhood in South Delhi which is best known for the Lajpat Nagar Central Market where many come to experience the thrill of the genuine Delhi life. One visit and you'll know how lively the place is and this can be seen by the flamboyant goods on sale, the brilliant evening lights, the rushing inhabitants and the sounds of the ever so busy streets.  "
1260;Delhi;" Safdarjung Tomb ";3.0;" 9 km  from city center ";" Built in 1754, during the reign of Mughal Emperor- Ahmad Shah Bahadur, the namesake tomb is dedicated to the Prime Minister of the court- Safdarjung. Located in the heart of the city, at the junction of Safdarjung Road and Aurobindo Marg, the monument is a low-key tourist attraction of the city.  "
1261;Delhi;" Admire the architecture of Purana Qila ";3.0;" 7 km  from city center ";" Stoically standing in the placid vicinity of Indraprastha, Purana Qila or the Old Fort is a masterpiece of the ancient glory and sterling architecture of the bygone Mughal Empire, and is one of the oldest forts in Delhi. Built on the banks of river Yamuna and spread over a vast 1.5 kms of area, the monument has tons of myths and legends of the medieval era attached to it.  "
1262;Delhi;" Adventure Island ";"";" 12 km  from city center ";" Probably the most famous of all adventure parks in Delhi NCR, Adventure Island is a one-stop haunt for all the dose of thrill and enjoyment. It is a super-hit with kids and adults alike, and couples find it a refreshing change to head to for spending an exciting date! It has a vast array of adult rides, rides for kids, water rides as well as special events that are organised from time to time. Feel the adrenaline pumping as you head for a ride on 'Butterfly Feeling' or 'Twister' meant for adults; alternatively, you could let your inner child have fun on less scary rides such as Wild Wheels, Sky Riders or Splash Down. Wave Rocker, It's a Ringa Ringa Thing, Bush Buggies, Splash Dunk and Bumper Cars are loved by families and large friends' groups. In addition to the adventure park, you could dabble in some window-shopping experience at the Metro Walk, which is dotted with all the latest brands, and finally, head towards a satisfying lunch or dinner at plenty of culinary options available. The best part about this place is its super convenient connectivity by metro as it is located bang opposite to Rithala station on the red line.  "
1263;Delhi;" Stroll through Pragati Maidan ";3.8;" 7 km  from city center ";" Pragati Maidan, situated at Mathura Road, is a vast exhibition center of Delhi. With an exhibit area of 150 acres, it serves as an important attraction of Delhi.  "
1264;Delhi;" Rajghat ";3.8;" 5 km  from city center ";" Rajghat is a place where Mahatma Gandhi, Father of the Nation was cremated followed by his assassination in year 1948. Visitors from all around the world come here to pay their homage.  "
1265;Delhi;" National Museum ";3.0;" 6 km  from city center ";" Also known as the National Museum of India, the National Museum in New Delhi is one the largest museums in India, situated on the corner of the Janpath and Maulana Azad Road. Established in 1949, the blueprints of the majestic repository were prepared by the Gwyer Committee set up by the Government of India in 1946. "
1266;Delhi;" Kuchesar ";3.5;" 69 km  from city center ";" Kuchesar is a tiny village in Bulandshahr district of Uttar Pradesh, at a distance of 80 km from Delhi and is popular for its Mud Fort, now restored as a heritage resort. "
1267;Delhi;" Crafts Museum ";"";" 6 km  from city center ";" Popularly known as the Crafts Museum, the National Handicrafts Museum is a colorful amalgamation of the diverse culture and rich traditions of our country. Located in the far corner of the magnanimous Pragati Maidan in Delhi, the museum is a centre to exhibit varied specimens in handicrafts, textile and local decor.  "
